Attribute Reference,PIM Attribute ID (Internal PCM),PIM Attribute Name,Product Line,Associated Entity -- Internal PCM Column,Application Area (PCM, Seller Portal, eCommerce etc.),Display Group Name,Description/Comments,Example/Remarks,Attribute Data Type,Length,Unique,Searchable,Removable,Mandatory / Optional,Readable,Editable,List of Values (Y/N),List of Value Table,PDP/ Non PDP,Facet?,Multi valued,Units (Y/N),Unit of Measure (UOM),Default UOM,Default (Y/N),Default Value ,Type,Business Rules,Hint Text,Phase,Modified Date,Raised By,Modified_Comments
PIM_0032,denimtreatments,Denim Treatments,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,Yes,Denim Treatments,Non PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-01-23T00:00,Initial Setup,Initial Setup
PIM_0033,waistrise,Waist Rise,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,Yes,Waist Rise,PDP,Yes,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-01-23T00:00,Initial Setup,Initial Setup
PIM_0034,brieftype,Brief Type,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,Yes,Brief Type,Non PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-01-23T00:00,Initial Setup,Initial Setup
PIM_0038,dressshape,Dress Shape,Apparel,,PCM,General,,,,Text,50,No,,,Optional,,,Yes,Dress Shape,Non PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-01-23T00:00,Initial Setup,Initial Setup
PIM_0039,dresslength,Dress Length,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,Yes,Dress Length,PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-01-23T00:00,Initial Setup,Initial Setup
PIM_0040,skirtshape,Skirt Shape,Apparel,,PCM,General,,,,Text,50,No,,,Optional,,,Yes,Skirt Shape,Non PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-08-04T00:00,Swarna,Changed from Mandatory to Optional. Refer mail from Vikram Baheti dt. 4-Aug-15
PIM_0041,skirtlength,Skirt Length,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,Yes,Skirt Length,Non PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-01-23T00:00,Initial Setup,Initial Setup
PIM_0044,setitems,Set Items,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,Yes,Set Items,Non PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-05-26T00:00,Ipsa/Sarvesh,"Updated the category associatoin, earlier was only mapped to Sarees , now only with Women ethinic set"
PIM_0048,wiring,Wiring,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,Yes,Wiring,Non PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-01-23T00:00,Initial Setup,Initial Setup
PIM_0049,bratype,Bra Type,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,Yes,Bra Type,Non PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-01-23T00:00,Initial Setup,Initial Setup
PIM_0051,padding,Padding,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,Yes,Padding,Non PDP,Yes,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-01-23T00:00,Initial Setup,Initial Setup
PIM_0055,apparelsports,Sports,Apparel,,PCM,General,,"Represents which type of sport is for the Apparel category, Cricket, basketball etc.",,Text,50,No,,,Optional,,,No,,Non PDP,No,N,N,-NA,-NA,N,-NA,OPEN TEXT,,,Phase 1,2015-06-08T00:00,Ipsa/Sarvesh,Updated as free text
PIM_0056,multipack,Multi Pack,Apparel,,PCM,General,,Represent whether the SKU is a kind of multi-pack. It will be available as part of multi-pack search,,Text,5,No,Y,,Mandatory,,,Yes,Multi Pack,Non PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0057,packquantity,Pack Quantity,Apparel,,PCM,General,,"Represent the quantity in the pack for example pack of 3 , pack of 5 etc. ",,String,5,No,,,Mandatory,,,No,,Non PDP,No,N,N,-NA,-NA,N,-NA,OPEN TEXT,,,Phase 1,2015-08-04T00:00,Swarna,Changed from Mandatory to Optional. Refer mail from Vikram Baheti dt. 4-Aug-15
PIM_0058,packcolor,Pack Color,Apparel,,PCM,General,,Represent the possible colors coming in pack,,Text,10,No,,,Optional,,,Yes,Color Family,Non PDP,No,Yes,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-05-26T00:00,Ipsa/Sarvesh,Updated LOV as Color Family
PIM_0059,ageband,Age Band,Apparel,,PCM,General,,"Represent the target audience age , seller would provide the information from the defined List of values and it will be a multi-valued attributes",,Text,10,No,,,Mandatory,,,Yes,Age Band,Non PDP,No,Yes,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0060,menformaltopwearsize,Size,Apparel,,PCM,General,,"Represent the size for men formal topwear, created as separate technical attribute in order to maintain specific set of LOV",,Text,5,No,,,Mandatory,,,Yes,Men Formal Topwear Size,Non PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0061,menformalbottomwearsize,Size,Apparel,,PCM,General,,"Represent the size for men formal bottomwear, created as separate technical attribute in order to maintain specific set of LOV",,Text,5,No,,,Mandatory,,,Yes,Men Formal Bottomwear Size,Non PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0062,menformalsetsuitsize,Size,Apparel,,PCM,General,,Represent the size for men formal set suit created as separate technical attribute in order to maintain specific set of LOV,,Text,5,No,,,Mandatory,,,Yes,Men Formal SetSuit Size,Non PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0063,mencasualtopwearsize,Size,Apparel,,PCM,General,,Represent the size for men casual topwear created as separate technical attribute in order to maintain specific set of LOV,,Text,5,No,,,Mandatory,,,Yes,Men Casual Topwear Size,Non PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0064,mencasualbottomwearsize,Size,Apparel,,PCM,General,,Represent the size for men casual bottomwear created as separate technical attribute in order to maintain specific set of LOV,,Text,5,No,,,Mandatory,,,Yes,Men Casual Bottomwear Size,Non PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0065,mencasualwearsetsize,Size,Apparel,,PCM,General,,Represent the size for men casualwear set created as separate technical attribute in order to maintain specific set of LOV,,Text,5,No,,,Mandatory,,,Yes,Men Casualwear Set Size,Non PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0066,menethinicweartopwearsize,Size,Apparel,,PCM,General,,Represent the size for men ethinic wear topwear created as separate technical attribute in order to maintain specific set of LOV,,Text,5,No,,,Mandatory,,,Yes,Men Ethinicwear Topwear Size,Non PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0067,menethinicwearbottomwearsize,Size,Apparel,,PCM,General,,Represent the size for men ethinic wear bottomwear created as separate technical attribute in order to maintain specific set of LOV,,Text,5,No,,,Mandatory,,,Yes,Men Ethinicwear Bottomwear Size,Non PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0068,menethinicwearsetsize,Size,Apparel,,PCM,General,,Represent the size for men ethinic wear set created as separate technical attribute in order to maintain specific set of LOV,,Text,5,No,,,Mandatory,,,Yes,Men Ethinicwear Set Size,Non PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0069,mensleepwearsize,Size,Apparel,,PCM,General,,Represent the size for men sleepwear created as separate technical attribute in order to maintain specific set of LOV,,Text,5,No,,,Mandatory,,,Yes,Men Sleepwear Size,Non PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0070,meninnerwearsize,Size,Apparel,,PCM,General,,Represent the size for men innerwear created as separate technical attribute in order to maintain specific set of LOV,,Text,5,No,,,Mandatory,,,Yes,Men Innerwear Size,Non PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0071,menfabric,Fabric Family,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,Yes,Men Fabric,Non PDP,Yes,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-05-26T00:00,Ipsa/Sarvesh,"Renamed the attribute from ""Fabric"" to ""Fabric Family"""
PIM_0072,menformaltopwearcollarneck,Neck/Collar,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,Yes,Men Formal Topwear CollarNeck,PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0073,menformalsetsuitcollarneck,Neck/Collar,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,Yes,Men Formal SetSuit CollarNeck,PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0074,mencasualtopwearcollarneck,Neck/Collar,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,Yes,Men Casual Topwear CollarNeck,PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0075,menethinicwearcollarneck,Neck/Collar,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,Yes,Men Ethinicwear CollarNeck,PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0076,meninnerwearcollarneck,Neck/Collar,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,Yes,Men Innerwear CollarNeck,PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0077,fittopwearmen,Fit,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,Yes,Fit TopWear Men,Non PDP,Yes,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0078,fitbottomwearmen,Fit,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,Yes,Fit BottomWear Men,Non PDP,Yes,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0079,menpattern,Pattern,Apparel,,PCM,General,,,,Text,50,No,,,Optional,,,Yes,Men Pattern,Non PDP,Yes,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0080,mensleeve,Sleeve,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,Yes,Men Sleeve,Non PDP,Yes,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-05-26T00:00,Ipsa/Sarvesh,Updated the category association
PIM_0081,mensetcontents,Set Contents,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,No,,PDP,No,N,N,-NA,-NA,N,-NA,OPEN TEXT,,,Phase 1,2015-05-26T00:00,Ipsa/Sarvesh,"Added for ethinic suit as well, free text value"
PIM_0083,washcare,Wash Care,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,No,,PDP,No,N,N,-NA,-NA,N,-NA,OPEN TEXT,,,Phase 1,2015-05-26T00:00,Ipsa/Sarvesh,"Updated the List of Values as ""N"""
PIM_0084,womenformaltopwearsize,Size,Apparel,,PCM,General,,Represent the size for women formal topwear created as separate technical attribute in order to maintain specific set of LOV,,Text,5,No,,,Mandatory,,,Yes,Women Formal Topwear Size,Non PDP,Yes,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0085,womenformalbottomwearsize,Size,Apparel,,PCM,General,,Represent the size for women formal bottomwear created as separate technical attribute in order to maintain specific set of LOV,,Text,5,No,,,Mandatory,,,Yes,Women Formal Bottomwear Size,Non PDP,Yes,Yes,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0086,womencasualtopwearsize,Size,Apparel,,PCM,General,,Represent the size for women casual topwear created as separate technical attribute in order to maintain specific set of LOV,,Text,5,No,,,Mandatory,,,Yes,Women Casual Topwear Size,Non PDP,Yes,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0087,womencasualbottomwearjeanslowersize,Size,Apparel,,PCM,General,,Represent the size for women casual bottomwear Jeans & Lower created as separate technical attribute in order to maintain specific set of LOV,,Text,5,No,,,Mandatory,,,Yes,Women Casual Bottomwear Jeans Lower Size,Non PDP,Yes,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0088,womencasualweardressesjumperssize,Size,Apparel,,PCM,General,,Represent the size for women casualwear dresses and jumpers created as separate technical attribute in order to maintain specific set of LOV,,Text,5,No,,,Mandatory,,,Yes,Women Casualwear Dresses Jumpers Size,Non PDP,Yes,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0089,womenethinicweartopwearsize,Size,Apparel,,PCM,General,,Represent the size for women ethinicwear topwear created as separate technical attribute in order to maintain specific set of LOV,,Text,5,No,,,Mandatory,,,Yes,Women Ethinicwear Topwear Size,Non PDP,Yes,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0090,womenethinicwearbottomwearsize,Size,Apparel,,PCM,General,,Represent the size for women ethinicwear bottomwear created as separate technical attribute in order to maintain specific set of LOV,,Text,5,No,,,Mandatory,,,Yes,Women Ethinicwear Bottomwear Size,Non PDP,Yes,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0091,womenethinicwearsetsize,Size,Apparel,,PCM,General,,Represent the size for women ethinicwear set created as separate technical attribute in order to maintain specific set of LOV,,Text,5,No,,,Mandatory,,,Yes,Women Ethinicwear Set Size,Non PDP,Yes,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0092,womensleepwearsize,Size,Apparel,,PCM,General,,Represent the size for women sleepwear created as separate technical attribute in order to maintain specific set of LOV,,Text,5,No,,,Mandatory,,,Yes,Women Sleepwear Size,Non PDP,Yes,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0093,womeninnerwearbrasize,Size,Apparel,,PCM,General,,Represent the size for women innerwear bra created as separate technical attribute in order to maintain specific set of LOV,,Text,5,No,,,Mandatory,,,Yes,Women Innerwear Bra Size,Non PDP,Yes,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0094,womeninnerwearbriefsize,Size,Apparel,,PCM,General,,Represent the size for women innerwear brief created as separate technical attribute in order to maintain specific set of LOV,,Text,5,No,,,Mandatory,,,Yes,Women Innerwear Brief Size,Non PDP,Yes,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0095,womenformaltopwearneckcollar,Neck/Collar,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,Yes,Women Formal Topwear NeckCollar,PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0096,womenformalsetsuitneckcollar,Neck/Collar,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,Yes,Women Formal SetSuit NeckCollar,PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0097,womenformalsetdressneckcollar,Neck/Collar,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,Yes,Women Formal SetDress NeckCollar,PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0098,womencasualtopwearneckcollar,Neck/Collar,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,Yes,Women Casual Topwear NeckCollar,PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0099,womencasualdressjumperneckcollar,Neck/Collar,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,Yes,Women Casual DressJumper NeckCollar,PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0100,womenethinictopwearneckcollar,Neck/Collar,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,Yes,Women Ethinic Topwear NeckCollar,PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0101,womenethinicsetneckcollar,Neck/Collar,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,Yes,Women Ethinic Set NeckCollar,PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0102,womentopwearfit,Fit,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,Yes,Women Topwear Fit,Non PDP,Yes,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0103,womenbottomwearfit,Fit,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,Yes,Women Bottomwear Fit,Non PDP,Yes,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0104,womensleeve,Sleeve,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,Yes,Women Sleeve,Non PDP,Yes,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-05-26T00:00,Ipsa/Sarvesh,Updated the category association
PIM_0105,womenpattern,Pattern,Apparel,,PCM,General,,,,Text,50,No,,,Optional,,,Yes,Women Pattern,Non PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-05-26T00:00,Ipsa/Sarvesh,To be rationlized as Pattern based on different categories hence updated the category association for this attribute
PIM_0107,womensetcontents,Set Contents,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,Yes,Women Set Contents,PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0108,jeanslength,Length,Apparel,,PCM,General,,,,Text,5,No,,,Optional,,,Yes,Jeans Length,Non PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-08-04T00:00,Swarna,Changed from Mandatory to Optional. Refer mail from Vikram Baheti dt. 4-Aug-15
PIM_0109,nightweartype,Nightwear Type,Apparel,,PCM,General,,,,Text,50,No,,,Optional,,,Yes,Nightwear Type,Non PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0110,sleepwearcoverage,Length,Apparel,,PCM,General,,,,Text,50,No,,,Optional,,,Yes,Sleepwear Coverage,PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-05-26T00:00,Ipsa/Sarvesh,"Updated attribute display name as ""Coverage"" to ""Length"""
PIM_0111,bracoverage,Coverage,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,Yes,Bra Coverage,Non PDP,Yes,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-08-04T00:00,Swarna,Changed from Mandatory to Optional. Refer mail from Vikram Baheti dt. 4-Aug-15
PIM_0112,womenbrieftype,Brief Type,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,Yes,Women Brief Type,Non PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-04-01T00:00,Initial Setup,Initial Setup
PIM_0113,womenfabric,Fabric Family,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,Yes,Women Fabric,Non PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-05-26T00:00,Ipsa/Sarvesh,"Renamed the attribute from ""Fabric"" to ""Fabric Family"""
PIM_0114,sockusage,Usage,Apparel,,PCM,General,,,,Text,50,No,,,Optional,,,No,,Non PDP,No,N,N,-NA,-NA,N,-NA,OPEN TEXT,,,Phase 1,2015-08-05T00:00,Swarna,Changed from LOV to Open text based on Swarna's input. Refer Swarna's mail dt. 5-Aug-15
PIM_0275,weightapparel,Weight,Apparel,,PCM,General,,,,Text,10,,,,Mandatory,,,No,,Non PDP,No,N,N,-NA,-NA,N,-NA,OPEN TEXT,,,,2015-05-26T00:00,Ipsa/Sarvesh,Added as part of westside changes
PIM_0276,storyname,Story Name,Apparel,,PCM,General,,,,Text,50,,,,Optional,,,No,,Non PDP,No,N,N,-NA,-NA,N,-NA,OPEN TEXT,,,,2015-08-05T00:00,Swarna,Changed from LOV to Open text based on Swarna's input. Refer Swarna's mail dt. 5-Aug-15
PIM_0277,unisexapparel,Unisex,Apparel,,PCM,General,,"Unisex will be added as an attribute at product level. Upto seller to set this flag, even a product is mapped under Men category might have Unisex set as Yes which in turn will appear on website search",,Text,50,,,,Optional,,,Yes,Unisex,Non PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,,2015-08-04T00:00,Swarna,Changed from Mandatory to Optional. Refer mail from Vikram Baheti dt. 4-Aug-15
PIM_0278,fabricapparel,Fabric,Apparel,,PCM,General,,This will be a free text fabric which will be used to display at PDP. This may contain values like 100 % cotton or Cotton Rich ,,Text,300,,,,Mandatory,,,No,,PDP,No,N,N,-NA,-NA,N,-NA,OPEN TEXT,,,,2020-04-30T00:00,Mayank Mishra,Updated for UPF-37
PIM_0279,brandfitname,Brand Fit Name,Apparel,,PCM,General,,,,Text,50,,,,Optional,,,No,,Non PDP,No,N,N,-NA,-NA,N,-NA,OPEN TEXT,,,,2015-05-26T00:00,Ipsa/Sarvesh,Added as part of westside changes
PIM_0280,withblouse,With Blouse,Apparel,,PCM,General,,Indicates whether saree comes with blouse or not,,Text,10,,,,Mandatory,,,Yes,With Blouse,Non PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,,2015-05-26T00:00,Ipsa/Sarvesh,Added as part of westside changes
PIM_0281,womenformalbottomwearpattern,Pattern,Apparel,,PCM,General,,,,Text,50,N,,,Optional,,,Yes,Women Formal Bottomwear Pattern,PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,,2015-05-26T00:00,Ipsa/Sarvesh,Added as part of westside changes
PIM_0282,womenformalsetsuitpattern,Pattern,Apparel,,PCM,General,,,,Text,50,N,,,Optional,,,Yes,Women Formal SetSuit Pattern,PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,,2015-05-26T00:00,Ipsa/Sarvesh,Added as part of westside changes
PIM_0283,womencasualtopwearsleeve,Sleeve,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,Yes,Women Casual Topwear Sleeve,PDP,Yes,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-05-26T00:00,Ipsa/Sarvesh,Added as part of westside changes
PIM_0284,womencasualdressjumpersleeve,Sleeve,Apparel,,PCM,General,,,,Text,50,No,,,Mandatory,,,Yes,Women Casual DressJumper Sleeve,PDP,Yes,N,N,-NA,-NA,N,-NA,LOV,,,Phase 1,2015-05-26T00:00,Ipsa/Sarvesh,Added as part of westside changes
PIM_0285,womenethinictopwearpattern,Pattern,Apparel,,PCM,General,,,,Text,50,N,,,Optional,,,Yes,Women Ethinic Topwear Pattern,PDP,No,N,N,-NA,-NA,N,-NA,LOV,,,,2015-05-26T00:00,Ipsa/Sarvesh,Added as part of westside changes
