"category_id","code","name","description","parent_id","level","path","active","metadata"
"CAT_apparelCC","apparelCC","apparelClassifyingCategory","apparelClassifyingCategory category","","1","/apparelCC","true","{""displayOrder"": 14, ""imageUrl"": ""https://example.com/images/apparelcc.jpg""}"
"CAT_apparelCC","apparelCC","apparelClassifyingCategory","apparelClassifyingCategory category","","1","/apparelCC","true","{""displayOrder"": 15, ""imageUrl"": ""https://example.com/images/apparelcc.jpg""}"
"CAT_menformalsetsuitcollarneckCC","menformalsetsuitcollarneckCC","menformalsetsuitcollarneckClassifyingCategory","menformalsetsuitcollarneckClassifyingCategory category","","1","/menformalsetsuitcollarneckCC","true","{""displayOrder"": 16, ""imageUrl"": ""https://example.com/images/menformalsetsuitcollarneckcc.jpg""}"
"CAT_mensetcontentsCC","mensetcontentsCC","mensetcontentsClassifyingCategory","mensetcontentsClassifyingCategory category","","1","/mensetcontentsCC","true","{""displayOrder"": 17, ""imageUrl"": ""https://example.com/images/mensetcontentscc.jpg""}"
"CAT_brandfitnameCC","brandfitnameCC","brandfitnameClassifyingCategory","brandfitnameClassifyingCategory category","","1","/brandfitnameCC","true","{""displayOrder"": 18, ""imageUrl"": ""https://example.com/images/brandfitnamecc.jpg""}"
"CAT_mencasualbottomwearsizeCC","mencasualbottomwearsizeCC","mencasualbottomwearsizeClassifyingCategory","mencasualbottomwearsizeClassifyingCategory category","","1","/mencasualbottomwearsizeCC","true","{""displayOrder"": 19, ""imageUrl"": ""https://example.com/images/mencasualbottomwearsizecc.jpg""}"
"CAT_mencasualtopwearsizeCC","mencasualtopwearsizeCC","mencasualtopwearsizeClassifyingCategory","mencasualtopwearsizeClassifyingCategory category","","1","/mencasualtopwearsizeCC","true","{""displayOrder"": 20, ""imageUrl"": ""https://example.com/images/mencasualtopwearsizecc.jpg""}"
"CAT_fitbottomwearmenCC","fitbottomwearmenCC","fitbottomwearmenClassifyingCategory","fitbottomwearmenClassifyingCategory category","","1","/fitbottomwearmenCC","true","{""displayOrder"": 21, ""imageUrl"": ""https://example.com/images/fitbottomwearmencc.jpg""}"
"CAT_fittopwearmenCC","fittopwearmenCC","fittopwearmenClassifyingCategory","fittopwearmenClassifyingCategory category","","1","/fittopwearmenCC","true","{""displayOrder"": 22, ""imageUrl"": ""https://example.com/images/fittopwearmencc.jpg""}"
"CAT_menethinicweartopwearsizeCC","menethinicweartopwearsizeCC","menethinicweartopwearsizeClassifyingCategory","menethinicweartopwearsizeClassifyingCategory category","","1","/menethinicweartopwearsizeCC","true","{""displayOrder"": 23, ""imageUrl"": ""https://example.com/images/menethinicweartopwearsizecc.jpg""}"
"CAT_mensleeveCC","mensleeveCC","mensleeveClassifyingCategory","mensleeveClassifyingCategory category","","1","/mensleeveCC","true","{""displayOrder"": 24, ""imageUrl"": ""https://example.com/images/mensleevecc.jpg""}"
"CAT_waistriseCC","waistriseCC","waistriseClassifyingCategory","waistriseClassifyingCategory category","","1","/waistriseCC","true","{""displayOrder"": 25, ""imageUrl"": ""https://example.com/images/waistrisecc.jpg""}"
"CAT_meninnerwearsizeCC","meninnerwearsizeCC","meninnerwearsizeClassifyingCategory","meninnerwearsizeClassifyingCategory category","","1","/meninnerwearsizeCC","true","{""displayOrder"": 26, ""imageUrl"": ""https://example.com/images/meninnerwearsizecc.jpg""}"
"CAT_meninnerwearcollarneckCC","meninnerwearcollarneckCC","meninnerwearcollarneckClassifyingCategory","meninnerwearcollarneckClassifyingCategory category","","1","/meninnerwearcollarneckCC","true","{""displayOrder"": 27, ""imageUrl"": ""https://example.com/images/meninnerwearcollarneckcc.jpg""}"
"CAT_setitemsCC","setitemsCC","setitemsClassifyingCategory","setitemsClassifyingCategory category","","1","/setitemsCC","true","{""displayOrder"": 28, ""imageUrl"": ""https://example.com/images/setitemscc.jpg""}"
"CAT_cutCC","cutCC","CutClassifyingCategory","CutClassifyingCategory category","","1","/cutCC","true","{""displayOrder"": 29, ""imageUrl"": ""https://example.com/images/cutcc.jpg""}"
"CAT_sizechartCC","sizechartCC","sizechartClassifyingCategory","sizechartClassifyingCategory category","","1","/sizechartCC","true","{""displayOrder"": 30, ""imageUrl"": ""https://example.com/images/sizechartcc.jpg""}"
"CAT_modelfitCC","modelfitCC","modelfitClassifyingCategory","modelfitClassifyingCategory category","","1","/modelfitCC","true","{""displayOrder"": 31, ""imageUrl"": ""https://example.com/images/modelfitcc.jpg""}"
"CAT_brieftypeCC","brieftypeCC","brieftypeClassifyingCategory","brieftypeClassifyingCategory category","","1","/brieftypeCC","true","{""displayOrder"": 32, ""imageUrl"": ""https://example.com/images/brieftypecc.jpg""}"
"CAT_womenfabricCC","womenfabricCC","womenfabricClassifyingCategory","womenfabricClassifyingCategory category","","1","/womenfabricCC","true","{""displayOrder"": 33, ""imageUrl"": ""https://example.com/images/womenfabriccc.jpg""}"
"CAT_trousertypeCC","trousertypeCC","trousertypeClassifyingCategory","trousertypeClassifyingCategory category","","1","/trousertypeCC","true","{""displayOrder"": 34, ""imageUrl"": ""https://example.com/images/trousertypecc.jpg""}"
"CAT_womencasualtopwearneckcollarCC","womencasualtopwearneckcollarCC","womencasualtopwearneckcollarClassifyingCategory","womencasualtopwearneckcollarClassifyingCategory category","","1","/womencasualtopwearneckcollarCC","true","{""displayOrder"": 35, ""imageUrl"": ""https://example.com/images/womencasualtopwearneckcollarcc.jpg""}"
"CAT_menpatternCC","menpatternCC","menpatternClassifyingCategory","menpatternClassifyingCategory category","","1","/menpatternCC","true","{""displayOrder"": 36, ""imageUrl"": ""https://example.com/images/menpatterncc.jpg""}"
"CAT_apparelCC","apparelCC","apparelClassifyingCategory","apparelClassifyingCategory category","","1","/apparelCC","true","{""displayOrder"": 37, ""imageUrl"": ""https://example.com/images/apparelcc.jpg""}"
"CAT_apparelCC","apparelCC","apparelClassifyingCategory","apparelClassifyingCategory category","","1","/apparelCC","true","{""displayOrder"": 38, ""imageUrl"": ""https://example.com/images/apparelcc.jpg""}"
"CAT_womenethinicweartopwearsizeCC","womenethinicweartopwearsizeCC","womenethinicweartopwearsizeClassifyingCategory","womenethinicweartopwearsizeClassifyingCategory category","","1","/womenethinicweartopwearsizeCC","true","{""displayOrder"": 39, ""imageUrl"": ""https://example.com/images/womenethinicweartopwearsizecc.jpg""}"
"CAT_collectionapparelCC","collectionapparelCC","collectionapparelClassifyingCategory","collectionapparelClassifyingCategory category","","1","/collectionapparelCC","true","{""displayOrder"": 40, ""imageUrl"": ""https://example.com/images/collectionapparelcc.jpg""}"
"CAT_womenethinictopwearpatternCC","womenethinictopwearpatternCC","womenethinictopwearpatternClassifyingCategory","womenethinictopwearpatternClassifyingCategory category","","1","/womenethinictopwearpatternCC","true","{""displayOrder"": 41, ""imageUrl"": ""https://example.com/images/womenethinictopwearpatterncc.jpg""}"
"CAT_womenethinicwearbottomwearsizeCC","womenethinicwearbottomwearsizeCC","womenethinicwearbottomwearsizeClassifyingCategory","womenethinicwearbottomwearsizeClassifyingCategory category","","1","/womenethinicwearbottomwearsizeCC","true","{""displayOrder"": 42, ""imageUrl"": ""https://example.com/images/womenethinicwearbottomwearsizecc.jpg""}"
"CAT_womenbottomwearfitCC","womenbottomwearfitCC","womenbottomwearfitClassifyingCategory","womenbottomwearfitClassifyingCategory category","","1","/womenbottomwearfitCC","true","{""displayOrder"": 43, ""imageUrl"": ""https://example.com/images/womenbottomwearfitcc.jpg""}"
"CAT_womencasualdressjumpersleeveCC","womencasualdressjumpersleeveCC","womencasualdressjumpersleeveClassifyingCategory","womencasualdressjumpersleeveClassifyingCategory category","","1","/womencasualdressjumpersleeveCC","true","{""displayOrder"": 44, ""imageUrl"": ""https://example.com/images/womencasualdressjumpersleevecc.jpg""}"
"CAT_bracoverageCC","bracoverageCC","bracoverageClassifyingCategory","bracoverageClassifyingCategory category","","1","/bracoverageCC","true","{""displayOrder"": 45, ""imageUrl"": ""https://example.com/images/bracoveragecc.jpg""}"
"CAT_womenethinictopwearneckcollarCC","womenethinictopwearneckcollarCC","womenethinictopwearneckcollarClassifyingCategory","womenethinictopwearneckcollarClassifyingCategory category","","1","/womenethinictopwearneckcollarCC","true","{""displayOrder"": 46, ""imageUrl"": ""https://example.com/images/womenethinictopwearneckcollarcc.jpg""}"
"CAT_womenformalbottomwearsizeCC","womenformalbottomwearsizeCC","womenformalbottomwearsizeClassifyingCategory","womenformalbottomwearsizeClassifyingCategory category","","1","/womenformalbottomwearsizeCC","true","{""displayOrder"": 47, ""imageUrl"": ""https://example.com/images/womenformalbottomwearsizecc.jpg""}"
"CAT_womenbriefpatternCC","womenbriefpatternCC","womenbriefpatternClassifyingCategory","womenbriefpatternClassifyingCategory category","","1","/womenbriefpatternCC","true","{""displayOrder"": 48, ""imageUrl"": ""https://example.com/images/womenbriefpatterncc.jpg""}"
"CAT_womenbrapatternCC","womenbrapatternCC","womenbrapatternClassifyingCategory","womenbrapatternClassifyingCategory category","","1","/womenbrapatternCC","true","{""displayOrder"": 49, ""imageUrl"": ""https://example.com/images/womenbrapatterncc.jpg""}"
"CAT_menfabricCC","menfabricCC","menfabricClassifyingCategory","menfabricClassifyingCategory category","","1","/menfabricCC","true","{""displayOrder"": 50, ""imageUrl"": ""https://example.com/images/menfabriccc.jpg""}"
"CAT_apparelCC","apparelCC","apparelClassifyingCategory","apparelClassifyingCategory category","","1","/apparelCC","true","{""displayOrder"": 51, ""imageUrl"": ""https://example.com/images/apparelcc.jpg""}"
"CAT_mencasualwearsetsizeCC","mencasualwearsetsizeCC","mencasualwearsetsizeClassifyingCategory","mencasualwearsetsizeClassifyingCategory category","","1","/mencasualwearsetsizeCC","true","{""displayOrder"": 52, ""imageUrl"": ""https://example.com/images/mencasualwearsetsizecc.jpg""}"
"CAT_mencasualtopwearcollarneckCC","mencasualtopwearcollarneckCC","mencasualtopwearcollarneckClassifyingCategory","mencasualtopwearcollarneckClassifyingCategory category","","1","/mencasualtopwearcollarneckCC","true","{""displayOrder"": 53, ""imageUrl"": ""https://example.com/images/mencasualtopwearcollarneckcc.jpg""}"
"CAT_washcareCC","washcareCC","washcareClassifyingCategory","washcareClassifyingCategory category","","1","/washcareCC","true","{""displayOrder"": 54, ""imageUrl"": ""https://example.com/images/washcarecc.jpg""}"
"CAT_sockusageCC","sockusageCC","sockusageClassifyingCategory","sockusageClassifyingCategory category","","1","/sockusageCC","true","{""displayOrder"": 55, ""imageUrl"": ""https://example.com/images/sockusagecc.jpg""}"
"CAT_menformaltopwearcollarneckCC","menformaltopwearcollarneckCC","menformaltopwearcollarneckClassifyingCategory","menformaltopwearcollarneckClassifyingCategory category","","1","/menformaltopwearcollarneckCC","true","{""displayOrder"": 56, ""imageUrl"": ""https://example.com/images/menformaltopwearcollarneckcc.jpg""}"
"CAT_womensleeveCC","womensleeveCC","womensleeveClassifyingCategory","womensleeveClassifyingCategory category","","1","/womensleeveCC","true","{""displayOrder"": 57, ""imageUrl"": ""https://example.com/images/womensleevecc.jpg""}"
"CAT_womencasualweardressesjumperssizeCC","womencasualweardressesjumperssizeCC","womencasualweardressesjumperssizeClassifyingCategory","womencasualweardressesjumperssizeClassifyingCategory category","","1","/womencasualweardressesjumperssizeCC","true","{""displayOrder"": 58, ""imageUrl"": ""https://example.com/images/womencasualweardressesjumperssizecc.jpg""}"
"CAT_womencasualdressjumperneckcollarCC","womencasualdressjumperneckcollarCC","womencasualdressjumperneckcollarClassifyingCategory","womencasualdressjumperneckcollarClassifyingCategory category","","1","/womencasualdressjumperneckcollarCC","true","{""displayOrder"": 59, ""imageUrl"": ""https://example.com/images/womencasualdressjumperneckcollarcc.jpg""}"
"CAT_mensleepwearsizeCC","mensleepwearsizeCC","mensleepwearsizeClassifyingCategory","mensleepwearsizeClassifyingCategory category","","1","/mensleepwearsizeCC","true","{""displayOrder"": 60, ""imageUrl"": ""https://example.com/images/mensleepwearsizecc.jpg""}"
"CAT_others2apparelCC","others2apparelCC","others2apparelClassifyingCategory","others2apparelClassifyingCategory category","","1","/others2apparelCC","true","{""displayOrder"": 61, ""imageUrl"": ""https://example.com/images/others2apparelcc.jpg""}"
"CAT_pocketapparelCC","pocketapparelCC","pocketapparelClassifyingCategory","pocketapparelClassifyingCategory category","","1","/pocketapparelCC","true","{""displayOrder"": 62, ""imageUrl"": ""https://example.com/images/pocketapparelcc.jpg""}"
"CAT_womensetcontentsCC","womensetcontentsCC","womensetcontentsClassifyingCategory","womensetcontentsClassifyingCategory category","","1","/womensetcontentsCC","true","{""displayOrder"": 63, ""imageUrl"": ""https://example.com/images/womensetcontentscc.jpg""}"
"CAT_womenformaltopwearsizeCC","womenformaltopwearsizeCC","womenformaltopwearsizeClassifyingCategory","womenformaltopwearsizeClassifyingCategory category","","1","/womenformaltopwearsizeCC","true","{""displayOrder"": 64, ""imageUrl"": ""https://example.com/images/womenformaltopwearsizecc.jpg""}"
"CAT_womenformalsetdressneckcollarCC","womenformalsetdressneckcollarCC","womenformalsetdressneckcollarClassifyingCategory","womenformalsetdressneckcollarClassifyingCategory category","","1","/womenformalsetdressneckcollarCC","true","{""displayOrder"": 65, ""imageUrl"": ""https://example.com/images/womenformalsetdressneckcollarcc.jpg""}"
"CAT_womenbrieftypeCC","womenbrieftypeCC","womenbrieftypeClassifyingCategory","womenbrieftypeClassifyingCategory category","","1","/womenbrieftypeCC","true","{""displayOrder"": 66, ""imageUrl"": ""https://example.com/images/womenbrieftypecc.jpg""}"
"CAT_apparelsportsCC","apparelsportsCC","apparelsportsClassifyingCategory","apparelsportsClassifyingCategory category","","1","/apparelsportsCC","true","{""displayOrder"": 67, ""imageUrl"": ""https://example.com/images/apparelsportscc.jpg""}"
"CAT_paddingCC","paddingCC","paddingClassifyingCategory","paddingClassifyingCategory category","","1","/paddingCC","true","{""displayOrder"": 68, ""imageUrl"": ""https://example.com/images/paddingcc.jpg""}"
"CAT_brafabricfamilyCC","brafabricfamilyCC","brafabricfamilyClassifyingCategory","brafabricfamilyClassifyingCategory category","","1","/brafabricfamilyCC","true","{""displayOrder"": 69, ""imageUrl"": ""https://example.com/images/brafabricfamilycc.jpg""}"
"CAT_apparelCC","apparelCC","apparelClassifyingCategory","apparelClassifyingCategory category","","1","/apparelCC","true","{""displayOrder"": 70, ""imageUrl"": ""https://example.com/images/apparelcc.jpg""}"
"CAT_apparelCC","apparelCC","apparelClassifyingCategory","apparelClassifyingCategory category","","1","/apparelCC","true","{""displayOrder"": 71, ""imageUrl"": ""https://example.com/images/apparelcc.jpg""}"
"CAT_menformalbottomwearsizeCC","menformalbottomwearsizeCC","menformalbottomwearsizeClassifyingCategory","menformalbottomwearsizeClassifyingCategory category","","1","/menformalbottomwearsizeCC","true","{""displayOrder"": 72, ""imageUrl"": ""https://example.com/images/menformalbottomwearsizecc.jpg""}"
"CAT_menformaltopwearsizeCC","menformaltopwearsizeCC","menformaltopwearsizeClassifyingCategory","menformaltopwearsizeClassifyingCategory category","","1","/menformaltopwearsizeCC","true","{""displayOrder"": 73, ""imageUrl"": ""https://example.com/images/menformaltopwearsizecc.jpg""}"
"CAT_denimtreatmentsCC","denimtreatmentsCC","denimtreatmentsClassifyingCategory","denimtreatmentsClassifyingCategory category","","1","/denimtreatmentsCC","true","{""displayOrder"": 74, ""imageUrl"": ""https://example.com/images/denimtreatmentscc.jpg""}"
"CAT_skirtlengthCC","skirtlengthCC","skirtlengthClassifyingCategory","skirtlengthClassifyingCategory category","","1","/skirtlengthCC","true","{""displayOrder"": 75, ""imageUrl"": ""https://example.com/images/skirtlengthcc.jpg""}"
"CAT_jeanslengthCC","jeanslengthCC","jeanslengthClassifyingCategory","jeanslengthClassifyingCategory category","","1","/jeanslengthCC","true","{""displayOrder"": 76, ""imageUrl"": ""https://example.com/images/jeanslengthcc.jpg""}"
"CAT_apparelCC","apparelCC","apparelClassifyingCategory","apparelClassifyingCategory category","","1","/apparelCC","true","{""displayOrder"": 77, ""imageUrl"": ""https://example.com/images/apparelcc.jpg""}"
"CAT_apparelCC","apparelCC","apparelClassifyingCategory","apparelClassifyingCategory category","","1","/apparelCC","true","{""displayOrder"": 78, ""imageUrl"": ""https://example.com/images/apparelcc.jpg""}"
"CAT_womenformalsetsuitneckcollarCC","womenformalsetsuitneckcollarCC","womenformalsetsuitneckcollarClassifyingCategory","womenformalsetsuitneckcollarClassifyingCategory category","","1","/womenformalsetsuitneckcollarCC","true","{""displayOrder"": 79, ""imageUrl"": ""https://example.com/images/womenformalsetsuitneckcollarcc.jpg""}"
"CAT_menformalsetsuitsizeCC","menformalsetsuitsizeCC","menformalsetsuitsizeClassifyingCategory","menformalsetsuitsizeClassifyingCategory category","","1","/menformalsetsuitsizeCC","true","{""displayOrder"": 80, ""imageUrl"": ""https://example.com/images/menformalsetsuitsizecc.jpg""}"
"CAT_menethinicwearsetsizeCC","menethinicwearsetsizeCC","menethinicwearsetsizeClassifyingCategory","menethinicwearsetsizeClassifyingCategory category","","1","/menethinicwearsetsizeCC","true","{""displayOrder"": 81, ""imageUrl"": ""https://example.com/images/menethinicwearsetsizecc.jpg""}"
"CAT_menethinicwearcollarneckCC","menethinicwearcollarneckCC","menethinicwearcollarneckClassifyingCategory","menethinicwearcollarneckClassifyingCategory category","","1","/menethinicwearcollarneckCC","true","{""displayOrder"": 82, ""imageUrl"": ""https://example.com/images/menethinicwearcollarneckcc.jpg""}"
"CAT_apparelCC","apparelCC","apparelClassifyingCategory","apparelClassifyingCategory category","","1","/apparelCC","true","{""displayOrder"": 83, ""imageUrl"": ""https://example.com/images/apparelcc.jpg""}"
"CAT_shapeapparelCC","shapeapparelCC","shapeapparelClassifyingCategory","shapeapparelClassifyingCategory category","","1","/shapeapparelCC","true","{""displayOrder"": 84, ""imageUrl"": ""https://example.com/images/shapeapparelcc.jpg""}"
"CAT_collectiondateapparelCC","collectiondateapparelCC","collectiondateapparelClassifyingCategory","collectiondateapparelClassifyingCategory category","","1","/collectiondateapparelCC","true","{""displayOrder"": 85, ""imageUrl"": ""https://example.com/images/collectiondateapparelcc.jpg""}"
"CAT_others3apparelCC","others3apparelCC","others3apparelClassifyingCategory","others3apparelClassifyingCategory category","","1","/others3apparelCC","true","{""displayOrder"": 86, ""imageUrl"": ""https://example.com/images/others3apparelcc.jpg""}"
"CAT_collectioninfoapparelCC","collectioninfoapparelCC","collectioninfoapparelClassifyingCategory","collectioninfoapparelClassifyingCategory category","","1","/collectioninfoapparelCC","true","{""displayOrder"": 87, ""imageUrl"": ""https://example.com/images/collectioninfoapparelcc.jpg""}"
"CAT_dressshapeCC","dressshapeCC","dressshapeClassifyingCategory","dressshapeClassifyingCategory category","","1","/dressshapeCC","true","{""displayOrder"": 88, ""imageUrl"": ""https://example.com/images/dressshapecc.jpg""}"
"CAT_apparelCC","apparelCC","apparelClassifyingCategory","apparelClassifyingCategory category","","1","/apparelCC","true","{""displayOrder"": 89, ""imageUrl"": ""https://example.com/images/apparelcc.jpg""}"
"CAT_apparelCC","apparelCC","apparelClassifyingCategory","apparelClassifyingCategory category","","1","/apparelCC","true","{""displayOrder"": 90, ""imageUrl"": ""https://example.com/images/apparelcc.jpg""}"
"CAT_withblouseCC","withblouseCC","withblouseClassifyingCategory","withblouseClassifyingCategory category","","1","/withblouseCC","true","{""displayOrder"": 91, ""imageUrl"": ""https://example.com/images/withblousecc.jpg""}"
"CAT_others1apparelCC","others1apparelCC","others1apparelClassifyingCategory","others1apparelClassifyingCategory category","","1","/others1apparelCC","true","{""displayOrder"": 92, ""imageUrl"": ""https://example.com/images/others1apparelcc.jpg""}"
"CAT_skirtshapeCC","skirtshapeCC","skirtshapeClassifyingCategory","skirtshapeClassifyingCategory category","","1","/skirtshapeCC","true","{""displayOrder"": 93, ""imageUrl"": ""https://example.com/images/skirtshapecc.jpg""}"
"CAT_womenformaltopwearneckcollarCC","womenformaltopwearneckcollarCC","womenformaltopwearneckcollarClassifyingCategory","womenformaltopwearneckcollarClassifyingCategory category","","1","/womenformaltopwearneckcollarCC","true","{""displayOrder"": 94, ""imageUrl"": ""https://example.com/images/womenformaltopwearneckcollarcc.jpg""}"
"CAT_seasonapparelCC","seasonapparelCC","seasonapparelClassifyingCategory","seasonapparelClassifyingCategory category","","1","/seasonapparelCC","true","{""displayOrder"": 95, ""imageUrl"": ""https://example.com/images/seasonapparelcc.jpg""}"
"CAT_lengthapparelCC","lengthapparelCC","lengthapparelClassifyingCategory","lengthapparelClassifyingCategory category","","1","/lengthapparelCC","true","{""displayOrder"": 96, ""imageUrl"": ""https://example.com/images/lengthapparelcc.jpg""}"
"CAT_womenethinicbottomwearpatternCC","womenethinicbottomwearpatternCC","womenethinicbottomwearpatternClassifyingCategory","womenethinicbottomwearpatternClassifyingCategory category","","1","/womenethinicbottomwearpatternCC","true","{""displayOrder"": 97, ""imageUrl"": ""https://example.com/images/womenethinicbottomwearpatterncc.jpg""}"
"CAT_womenformalbottomwearpatternCC","womenformalbottomwearpatternCC","womenformalbottomwearpatternClassifyingCategory","womenformalbottomwearpatternClassifyingCategory category","","1","/womenformalbottomwearpatternCC","true","{""displayOrder"": 98, ""imageUrl"": ""https://example.com/images/womenformalbottomwearpatterncc.jpg""}"
"CAT_nightweartypeCC","nightweartypeCC","nightweartypeClassifyingCategory","nightweartypeClassifyingCategory category","","1","/nightweartypeCC","true","{""displayOrder"": 99, ""imageUrl"": ""https://example.com/images/nightweartypecc.jpg""}"
"CAT_womensleepwearsizeCC","womensleepwearsizeCC","womensleepwearsizeClassifyingCategory","womensleepwearsizeClassifyingCategory category","","1","/womensleepwearsizeCC","true","{""displayOrder"": 100, ""imageUrl"": ""https://example.com/images/womensleepwearsizecc.jpg""}"
"CAT_menethinicwearbottomwearsizeCC","menethinicwearbottomwearsizeCC","menethinicwearbottomwearsizeClassifyingCategory","menethinicwearbottomwearsizeClassifyingCategory category","","1","/menethinicwearbottomwearsizeCC","true","{""displayOrder"": 101, ""imageUrl"": ""https://example.com/images/menethinicwearbottomwearsizecc.jpg""}"
"CAT_womenethinicsetneckcollarCC","womenethinicsetneckcollarCC","womenethinicsetneckcollarClassifyingCategory","womenethinicsetneckcollarClassifyingCategory category","","1","/womenethinicsetneckcollarCC","true","{""displayOrder"": 102, ""imageUrl"": ""https://example.com/images/womenethinicsetneckcollarcc.jpg""}"
"CAT_apparelCC","apparelCC","apparelClassifyingCategory","apparelClassifyingCategory category","","1","/apparelCC","true","{""displayOrder"": 103, ""imageUrl"": ""https://example.com/images/apparelcc.jpg""}"
"CAT_apparelCC","apparelCC","apparelClassifyingCategory","apparelClassifyingCategory category","","1","/apparelCC","true","{""displayOrder"": 104, ""imageUrl"": ""https://example.com/images/apparelcc.jpg""}"
"CAT_womencasualskirtpatternCC","womencasualskirtpatternCC","womencasualskirtpatternClassifyingCategory","womencasualskirtpatternClassifyingCategory category","","1","/womencasualskirtpatternCC","true","{""displayOrder"": 105, ""imageUrl"": ""https://example.com/images/womencasualskirtpatterncc.jpg""}"
"CAT_womenformalsetsuitpatternCC","womenformalsetsuitpatternCC","womenformalsetsuitpatternClassifyingCategory","womenformalsetsuitpatternClassifyingCategory category","","1","/womenformalsetsuitpatternCC","true","{""displayOrder"": 106, ""imageUrl"": ""https://example.com/images/womenformalsetsuitpatterncc.jpg""}"
"CAT_keytrendsapparelCC","keytrendsapparelCC","keytrendsapparelClassifyingCategory","keytrendsapparelClassifyingCategory category","","1","/keytrendsapparelCC","true","{""displayOrder"": 107, ""imageUrl"": ""https://example.com/images/keytrendsapparelcc.jpg""}"
"CAT_colorgroupapparelCC","colorgroupapparelCC","colorgroupapparelClassifyingCategory","colorgroupapparelClassifyingCategory category","","1","/colorgroupapparelCC","true","{""displayOrder"": 108, ""imageUrl"": ""https://example.com/images/colorgroupapparelcc.jpg""}"
"CAT_sportstypeapparelCC","sportstypeapparelCC","sportstypeapparelClassifyingCategory","sportstypeapparelClassifyingCategory category","","1","/sportstypeapparelCC","true","{""displayOrder"": 109, ""imageUrl"": ""https://example.com/images/sportstypeapparelcc.jpg""}"
"CAT_sleevestylingapparelCC","sleevestylingapparelCC","sleevestylingapparelClassifyingCategory","sleevestylingapparelClassifyingCategory category","","1","/sleevestylingapparelCC","true","{""displayOrder"": 110, ""imageUrl"": ""https://example.com/images/sleevestylingapparelcc.jpg""}"
