Category_Level1_name,Category_Level1_Code,Category_Level2_name,Category_Level2_Code,Category_Level3_name,Category_Level3_Code,Category_Level4_name,Category_Level4_Code,Comments
Apparel ,MPH11,Men's Apparel,MPH1111,Mens Sports,MPH1111102,Sports jackets,MPH1111102103
Apparel ,MPH11,Men's Apparel,MPH1111,Mens Sports,MPH1111102,Bottomwear,MPH1111102104
Apparel ,MPH11,Men's Apparel,MPH1111,Mens Sports,MPH1111102,Swimwear,MPH1111102105
Apparel ,MPH11,Men's Apparel,MPH1111,Mens Sports,MPH1111102,Others,MPH1111102106
Apparel ,MPH11,Men's Apparel,MPH1111,Mens Sports,MPH1111102,Others1,MPH1111102107
Apparel ,MPH11,Men's Apparel,MPH1111,Mens Sports,MPH1111102,Others2,MPH1111102108
Apparel ,MPH11,Men's Apparel,MPH1111,Mens Ethnic,MPH1111103,Kurta,MPH1111103100
Apparel ,MPH11,Men's Apparel,MPH1111,Mens Ethnic,MPH1111103,Kurta set with bottom,MPH1111103101
Apparel ,MPH11,Men's Apparel,MPH1111,Mens Ethnic,MPH1111103,Bottomwear,MPH1111103102
Apparel ,MPH11,Men's Apparel,MPH1111,Mens Ethnic,MPH1111103,Ethnic suits,MPH1111103103
Apparel ,MPH11,Men's Apparel,MPH1111,Mens Ethnic,MPH1111103,Ethnic headgear,MPH1111103104
Apparel,MPH11,Men's Apparel,MPH1111,Mens Ethnic,MPH1111103,Nehru Jackets,MPH1111103105
Apparel,MPH11,Men's Apparel,MPH1111,Mens Ethnic,MPH1111103,Sherwani,MPH1111103106
Apparel,MPH11,Men's Apparel,MPH1111,Mens Ethnic,MPH1111103,Blazers,MPH1111103107
Apparel,MPH11,Men's Apparel,MPH1111,Mens Ethnic,MPH1111103,Shirts,MPH1111103108
Apparel,MPH11,Men's Apparel,MPH1111,Mens Ethnic,MPH1111103,Accessories,MPH1111103109
Apparel,MPH11,Men's Apparel,MPH1111,Mens Ethnic,MPH1111103,Others,MPH1111103110
Apparel,MPH11,Men's Apparel,MPH1111,Mens Ethnic,MPH1111103,Others1,MPH1111103111
Apparel,MPH11,Men's Apparel,MPH1111,Mens Ethnic,MPH1111103,Others2,MPH1111103112
Apparel ,MPH11,Men's Apparel,MPH1111,Mens Innerwear and sleepwear,MPH1111104,Briefs,MPH1111104100
Apparel ,MPH11,Men's Apparel,MPH1111,Mens Innerwear and sleepwear,MPH1111104,Trunks,MPH1111104101
Apparel ,MPH11,Men's Apparel,MPH1111,Mens Innerwear and sleepwear,MPH1111104,Boxers,MPH1111104102
Apparel ,MPH11,Men's Apparel,MPH1111,Mens Innerwear and sleepwear,MPH1111104,Vests,MPH1111104103
Apparel ,MPH11,Men's Apparel,MPH1111,Mens Innerwear and sleepwear,MPH1111104,Sleepwear,MPH1111104104
Apparel ,MPH11,Men's Apparel,MPH1111,Mens Innerwear and sleepwear,MPH1111104,Swimwear,MPH1111104105
Apparel,MPH11,Men's Apparel,MPH1111,Mens Innerwear and sleepwear,MPH1111104,Thermals,MPH1111104106
Apparel ,MPH11,Men's Apparel,MPH1111,Mens Innerwear and sleepwear,MPH1111104,Others,MPH1111104107
Apparel ,MPH11,Men's Apparel,MPH1111,Mens Innerwear and sleepwear,MPH1111104,Others1,MPH1111104108
Apparel ,MPH11,Men's Apparel,MPH1111,Mens Innerwear and sleepwear,MPH1111104,Others2,MPH1111104109
Apparel ,MPH11,Men's Apparel,MPH1111,Socks,MPH1111105,Socks,MPH1111105100
Apparel ,MPH11,Men's Apparel,MPH1111,Socks,MPH1111105,Others,MPH1111105101
Apparel ,MPH11,Men's Apparel,MPH1111,Socks,MPH1111105,Others1,MPH1111105102
Apparel ,MPH11,Men's Apparel,MPH1111,Socks,MPH1111105,Others2,MPH1111105103
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Ethnic ,MPH1110100,Sarees,MPH1110100100
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Ethnic ,MPH1110100,Kurta & kurtis,MPH1110100101
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Ethnic ,MPH1110100,Suit Sets,MPH1110100102
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Ethnic ,MPH1110100,Dress material,MPH1110100103
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Ethnic ,MPH1110100,Ethnic bottom ,MPH1110100104
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Ethnic ,MPH1110100,Duppatta,MPH1110100105
Apparel,MPH11,Women's Apparel,MPH1110,Women's Ethnic,MPH1110100,Ethnic Dresses,MPH1110100106
Apparel,MPH11,Women's Apparel,MPH1110,Women's Ethnic,MPH1110100,Lehenga sets,MPH1110100107
Apparel,MPH11,Women's Apparel,MPH1110,Women's Ethnic,MPH1110100,Blouses,MPH1110100108
Apparel,MPH11,Women's Apparel,MPH1110,Women's Ethnic,MPH1110100,Others,MPH1110100109
Apparel,MPH11,Women's Apparel,MPH1110,Women's Ethnic,MPH1110100,Others1,MPH1110100110
Apparel,MPH11,Women's Apparel,MPH1110,Women's Ethnic,MPH1110100,Kaftans ,MPH1110100111,"UPF-37,CATALOG-8133"
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Western Wear,MPH1110101,Tops and tees,MPH1110101100
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Western Wear,MPH1110101,casual shirts,MPH1110101101
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Western Wear,MPH1110101,Jeans,MPH1110101102
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Western Wear,MPH1110101,Casual trousers,MPH1110101103
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Western Wear,MPH1110101,Shorts,MPH1110101104
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Western Wear,MPH1110101,Sweatshirts and hoodies,MPH1110101105
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Western Wear,MPH1110101,Sweaters,MPH1110101106
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Western Wear,MPH1110101,Casual jackets and blazers,MPH1110101107
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Western Wear,MPH1110101,Track pants,MPH1110101108
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Western Wear,MPH1110101,Casual dresses,MPH1110101109
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Western Wear,MPH1110101,Shrugs and cardigans,MPH1110101110
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Western Wear,MPH1110101,Skirts,MPH1110101111
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Western Wear,MPH1110101,Capris,MPH1110101112
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Western Wear,MPH1110101,Leggings & Jeggings,MPH1110101113
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Western Wear,MPH1110101,Jump suits,MPH1110101114
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Western Wear,MPH1110101,Others,MPH1110101115
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Western Wear,MPH1110101,Others1,MPH1110101116
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Western Wear,MPH1110101,Co-ord set ,MPH1110101117,"UPF-37,CATALOG-8133"
Apparel ,MPH11,Women's Apparel,MPH1110,Women Formal,MPH1110102,Formal shirt,MPH1110102100
Apparel ,MPH11,Women's Apparel,MPH1110,Women Formal,MPH1110102,Formal trousers,MPH1110102101
Apparel ,MPH11,Women's Apparel,MPH1110,Women Formal,MPH1110102,Formal suits,MPH1110102102
Apparel ,MPH11,Women's Apparel,MPH1110,Women Formal,MPH1110102,Formal coats jackets,MPH1110102103
Apparel ,MPH11,Women's Apparel,MPH1110,Women Formal,MPH1110102,Formal dress,MPH1110102104
Apparel ,MPH11,Women's Apparel,MPH1110,Women Formal,MPH1110102,Others,MPH1110102105
Apparel ,MPH11,Women's Apparel,MPH1110,Women Formal,MPH1110102,Others1,MPH1110102106
Apparel ,MPH11,Women's Apparel,MPH1110,Women Formal,MPH1110102,Others2,MPH1110102107
Apparel ,MPH11,Women's Apparel,MPH1110,Women Maternity,MPH1110103,Maternity Day Wear,MPH1110103100
Apparel ,MPH11,Women's Apparel,MPH1110,Women Maternity,MPH1110103,Maternity Lingerie,MPH1110103101
Apparel ,MPH11,Women's Apparel,MPH1110,Women Maternity,MPH1110103,Maternity Sleepwear,MPH1110103102
Apparel ,MPH11,Women's Apparel,MPH1110,Women Maternity,MPH1110103,Maternity Accessories,MPH1110103103
Apparel ,MPH11,Women's Apparel,MPH1110,Women Maternity,MPH1110103,Others,MPH1110103104
Apparel ,MPH11,Women's Apparel,MPH1110,Women Maternity,MPH1110103,Others1,MPH1110103105
Apparel ,MPH11,Women's Apparel,MPH1110,Women Maternity,MPH1110103,Others2,MPH1110103106
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Sports,MPH1110104,Sports tshirt,MPH1110104100
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Sports,MPH1110104,Sports shorts,MPH1110104101
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Sports,MPH1110104,Sports sets,MPH1110104102
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Sports,MPH1110104,Sports jackets,MPH1110104103
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Sports,MPH1110104,Track pants,MPH1110104104
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Sports,MPH1110104,Swimwear,MPH1110104105
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Sports,MPH1110104,Sports innerwear,MPH1110104106
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Sports,MPH1110104,Others,MPH1110104107
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Sports,MPH1110104,Others1,MPH1110104108
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Sports,MPH1110104,Others2,MPH1110104109
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Lingerie,MPH1110105,Bras & Bra Sets,MPH1110105100
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Lingerie,MPH1110105,Camisoles & Camisole Sets,MPH1110105101
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Lingerie,MPH1110105,Lingerie Sets,MPH1110105102
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Lingerie,MPH1110105,Corsets & Bustier,MPH1110105103
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Lingerie,MPH1110105,Sleepwear & Robes,MPH1110105104
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Lingerie,MPH1110105,Gowns,MPH1110105105
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Lingerie,MPH1110105,Panties,MPH1110105106
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Lingerie,MPH1110105,Intimate wear,MPH1110105107
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Lingerie,MPH1110105,Stockings &Tights,MPH1110105108
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Lingerie,MPH1110105,Shapewear,MPH1110105109
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Lingerie,MPH1110105,Others,MPH1110105110
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Lingerie,MPH1110105,Others1,MPH1110105111
Apparel ,MPH11,Women's Apparel,MPH1110,Women's Lingerie,MPH1110105,Others2,MPH1110105112
Apparel ,MPH11,Women's Apparel,MPH1110,Socks,MPH1110106,Socks,MPH1110106100
Apparel ,MPH11,Women's Apparel,MPH1110,Socks,MPH1110106,Others,MPH1110106101
Apparel ,MPH11,Women's Apparel,MPH1110,Socks,MPH1110106,Others1,MPH1110106102
Apparel ,MPH11,Women's Apparel,MPH1110,Socks,MPH1110106,Others2,MPH1110106103
Apparel ,MPH11,Kids Apparel,MPH1112,Boys,MPH1112100,Tshirts,MPH1112100100
Apparel ,MPH11,Kids Apparel,MPH1112,Boys,MPH1112100,Shirts,MPH1112100101
Apparel ,MPH11,Kids Apparel,MPH1112,Boys,MPH1112100,Sets,MPH1112100102
Apparel ,MPH11,Kids Apparel,MPH1112,Boys,MPH1112100,Shorts,MPH1112100103
Apparel ,MPH11,Kids Apparel,MPH1112,Boys,MPH1112100,Jeans & pants,MPH1112100104
Apparel ,MPH11,Kids Apparel,MPH1112,Boys,MPH1112100,Ethnic,MPH1112100105
Apparel ,MPH11,Kids Apparel,MPH1112,Boys,MPH1112100,Winter,MPH1112100106
Apparel ,MPH11,Kids Apparel,MPH1112,Boys,MPH1112100,Innerwear and nightwear,MPH1112100107
Apparel ,MPH11,Kids Apparel,MPH1112,Boys,MPH1112100,Swimwear,MPH1112100108
Apparel ,MPH11,Kids Apparel,MPH1112,Boys,MPH1112100,Accessories,MPH1112100109
Apparel ,MPH11,Kids Apparel,MPH1112,Girls,MPH1112101,Tees and tops,MPH1112101100
Apparel ,MPH11,Kids Apparel,MPH1112,Girls,MPH1112101,Sets,MPH1112101101
Apparel ,MPH11,Kids Apparel,MPH1112,Girls,MPH1112101,Cargos and shorts,MPH1112101102
Apparel ,MPH11,Kids Apparel,MPH1112,Girls,MPH1112101,Jeans & pants,MPH1112101103
Apparel ,MPH11,Kids Apparel,MPH1112,Girls,MPH1112101,Ethnic,MPH1112101104
Apparel ,MPH11,Kids Apparel,MPH1112,Girls,MPH1112101,Winter,MPH1112101105
Apparel ,MPH11,Kids Apparel,MPH1112,Girls,MPH1112101,Innerwear and nightwear,MPH1112101106
Apparel ,MPH11,Kids Apparel,MPH1112,Girls,MPH1112101,Swimwear,MPH1112101107
Apparel ,MPH11,Kids Apparel,MPH1112,Girls,MPH1112101,Dresses,MPH1112101108
Apparel ,MPH11,Kids Apparel,MPH1112,Girls,MPH1112101,Leggings and Jeggings,MPH1112101109
Apparel ,MPH11,Kids Apparel,MPH1112,Girls,MPH1112101,jumpsuits,MPH1112101110
Apparel ,MPH11,Kids Apparel,MPH1112,Girls,MPH1112101,Accessories,MPH1112101111
Apparel ,MPH11,Kids Apparel,MPH1112,Girls,MPH1112101,Skirts,MPH1112101112
Apparel ,MPH11,Kids Apparel,MPH1112,Infants,MPH1112102,Top and bottom sets,MPH1112102100
Apparel ,MPH11,Kids Apparel,MPH1112,Infants,MPH1112102,Rompers and body suits,MPH1112102101
Apparel ,MPH11,Kids Apparel,MPH1112,Infants,MPH1112102,Tees and tops,MPH1112102102
Apparel ,MPH11,Kids Apparel,MPH1112,Infants,MPH1112102,Accessories,MPH1112102103
